BTCUSDT +0,Ci05_2,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,BaseExitLevel,MaxHoldingBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,50,200,20,361,332,52.09%,2935681157,26.98%,10882.4877
END

BTCUSDT +0,Ci05,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,0,0,163,153,51.58%,278298236,22.58%,1232.7456
10,9,26,52,0,50,163,134,54.88%,116961665,23.93%,488.8304
10,9,26,52,0,100,178,105,62.90%,49067475,20.87%,235.1317
10,9,26,52,0,150,176,85,67.43%,72345333,14.50%,498.9856
10,9,26,52,0,200,164,78,67.77%,171480325,14.89%,1151.9681
10,9,26,52,25,0,172,151,53.25%,974495846,18.09%,5385.5938
10,9,26,52,25,50,180,159,53.10%,382266201,18.09%,2112.6108
10,9,26,52,25,100,192,123,60.95%,95915666,19.55%,490.5233
10,9,26,52,25,150,195,92,67.94%,141576176,15.47%,914.9392
10,9,26,52,25,200,180,83,68.44%,344794690,14.59%,2363.3616
10,9,26,52,50,0,179,157,53.27%,1221962932,16.27%,7511.9799
10,9,26,52,50,50,199,204,49.38%,460102010,15.91%,2891.3554
10,9,26,52,50,100,206,151,57.70%,101121701,18.37%,550.4168
10,9,26,52,50,150,219,102,68.22%,256808043,19.33%,1328.4619
10,9,26,52,50,200,200,94,68.03%,994006583,13.72%,7242.9205
15,9,26,52,-50,0,84,62,57.53%,22054121,15.99%,137.9624
15,9,26,52,-50,50,88,57,60.69%,13568819,19.50%,69.5907
15,9,26,52,-50,100,91,52,63.64%,5069202,27.73%,18.2808
15,9,26,52,-50,150,92,49,65.25%,9346092,21.20%,44.0910
15,9,26,52,-50,200,87,51,63.04%,9507774,18.23%,52.1505
15,9,26,52,-25,0,93,87,51.67%,54836675,24.68%,222.1730
15,9,26,52,-25,50,93,82,53.14%,25892248,22.42%,115.4944
15,9,26,52,-25,100,96,74,56.47%,9590253,24.20%,39.6352
15,9,26,52,-25,150,103,65,61.31%,17828391,13.60%,131.1112
15,9,26,52,-25,200,98,67,59.39%,17404585,15.08%,115.4407
15,9,26,52,0,0,118,113,51.08%,110422977,22.61%,488.3872
15,9,26,52,0,50,111,99,52.86%,50317111,15.40%,326.6688
15,9,26,52,0,100,113,85,57.07%,14577051,17.59%,82.8937
15,9,26,52,0,150,128,63,67.02%,29386782,12.61%,233.1003
15,9,26,52,0,200,119,66,64.32%,22412750,12.61%,177.7812
15,9,26,52,25,0,136,120,53.12%,388568670,27.16%,1430.7031
15,9,26,52,25,50,141,121,53.82%,279903159,14.30%,1957.2473
15,9,26,52,25,100,146,94,60.83%,57853711,15.67%,369.2708
15,9,26,52,25,150,152,71,68.16%,97093389,10.69%,908.3812
15,9,26,52,25,200,142,70,66.98%,77852566,11.50%,676.9574
15,9,26,52,50,0,155,137,53.08%,1008949124,17.04%,5921.4843
15,9,26,52,50,50,167,174,48.97%,440384542,14.22%,3096.8693
15,9,26,52,50,100,178,131,57.61%,129791058,20.04%,647.6404
15,9,26,52,50,150,191,93,67.25%,180242217,11.46%,1572.7619
15,9,26,52,50,200,177,91,66.04%,205801563,12.59%,1634.5988
20,9,26,52,-50,0,56,36,60.87%,14291350,11.54%,123.8337
20,9,26,52,-50,50,56,35,61.54%,9740090,12.69%,76.7740
20,9,26,52,-50,100,60,29,67.42%,4203658,12.72%,33.0454
20,9,26,52,-50,150,60,28,68.18%,5716011,12.69%,45.0551
20,9,26,52,-50,200,59,28,67.82%,6322553,12.69%,49.8360
20,9,26,52,-25,0,64,52,55.17%,24585547,12.38%,198.5868
20,9,26,52,-25,50,65,49,57.02%,15894696,14.12%,112.5334
20,9,26,52,-25,100,68,42,61.82%,6516902,11.81%,55.1755
20,9,26,52,-25,150,68,40,62.96%,8762107,11.51%,76.1009
20,9,26,52,-25,200,66,40,62.26%,7790670,10.92%,71.3279
20,9,26,52,0,0,93,81,53.45%,119714530,16.34%,732.5363
20,9,26,52,0,50,92,73,55.76%,44649730,14.65%,304.7034
20,9,26,52,0,100,94,61,60.65%,16570423,25.34%,65.3855
20,9,26,52,0,150,100,52,65.79%,27194292,15.86%,171.4905
20,9,26,52,0,200,97,52,65.10%,16748650,23.05%,72.6476
20,9,26,52,25,0,119,98,54.84%,455561252,24.17%,1885.0307
20,9,26,52,25,50,121,104,53.78%,215196088,20.53%,1048.2179
20,9,26,52,25,100,127,83,60.48%,37791262,17.25%,219.0352
20,9,26,52,25,150,135,67,66.83%,82521614,11.23%,734.7359
20,9,26,52,25,200,131,64,67.18%,53752763,11.91%,451.3860
20,9,26,52,50,0,138,110,55.65%,920803260,20.10%,4581.6633
20,9,26,52,50,50,146,148,49.66%,426762470,20.77%,2054.3505
20,9,26,52,50,100,157,103,60.38%,93007119,21.83%,426.0715
20,9,26,52,50,150,167,75,69.01%,167749780,14.78%,1135.0701
20,9,26,52,50,200,157,73,68.26%,132102292,11.91%,1109.3220
25,9,26,52,-50,0,21,21,50.00%,1949956,8.52%,22.8749
25,9,26,52,-50,50,22,20,52.38%,2055605,8.26%,24.8721
25,9,26,52,-50,100,23,19,54.76%,1847115,10.45%,17.6815
25,9,26,52,-50,150,24,18,57.14%,1601074,10.45%,15.3263
25,9,26,52,-50,200,24,18,57.14%,1567371,10.45%,15.0036
25,9,26,52,-25,0,43,32,57.33%,6836773,8.56%,79.8676
25,9,26,52,-25,50,46,29,61.33%,5376584,6.85%,78.5257
25,9,26,52,-25,100,48,27,64.00%,3422993,7.80%,43.8572
25,9,26,52,-25,150,49,26,65.33%,2924078,9.64%,30.3316
25,9,26,52,-25,200,49,26,65.33%,3484615,9.04%,38.5622
25,9,26,52,0,0,66,66,50.00%,42167246,17.04%,247.4832
25,9,26,52,0,50,66,61,51.97%,27588255,10.60%,260.1650
25,9,26,52,0,100,70,54,56.45%,11587026,20.52%,56.4612
25,9,26,52,0,150,71,50,58.68%,9592913,14.15%,67.7902
25,9,26,52,0,200,69,50,57.98%,10745093,22.34%,48.0959
25,9,26,52,25,0,101,75,57.39%,295971362,17.04%,1737.0815
25,9,26,52,25,50,98,87,52.97%,119224331,16.02%,743.9912
25,9,26,52,25,100,105,70,60.00%,45241873,24.44%,185.0844
25,9,26,52,25,150,111,58,65.68%,39260508,16.73%,234.7274
25,9,26,52,25,200,108,54,66.67%,47156507,17.76%,265.5428
25,9,26,52,50,0,133,94,58.59%,1041094167,22.14%,4702.4283
25,9,26,52,50,50,138,131,51.30%,402627761,26.11%,1541.8327
25,9,26,52,50,100,138,100,57.98%,104416487,19.18%,544.4309
25,9,26,52,50,150,149,80,65.07%,129255248,18.95%,682.0829
25,9,26,52,50,200,145,72,66.82%,171006571,18.46%,926.1962
30,9,26,52,-50,0,14,12,53.85%,1957189,7.72%,25.3386
30,9,26,52,-50,50,13,13,50.00%,1927732,8.83%,21.8379
30,9,26,52,-50,100,14,12,53.85%,1797843,8.21%,21.9113
30,9,26,52,-50,150,15,11,57.69%,1763027,8.21%,21.4870
30,9,26,52,-50,200,15,11,57.69%,1691518,8.21%,20.6155
30,9,26,52,-25,0,38,27,58.46%,5860442,17.42%,33.6332
30,9,26,52,-25,50,35,29,54.69%,5628909,14.06%,40.0222
30,9,26,52,-25,100,36,28,56.25%,3756473,17.75%,21.1690
30,9,26,52,-25,150,38,26,59.38%,2938342,17.75%,16.5585
30,9,26,52,-25,200,38,26,59.38%,2843278,17.75%,16.0228
30,9,26,52,0,0,63,36,63.64%,32371070,12.04%,268.8806
30,9,26,52,0,50,63,35,64.29%,31074115,10.02%,310.1854
30,9,26,52,0,100,63,35,64.29%,13722389,9.94%,138.0965
30,9,26,52,0,150,68,30,69.39%,9823823,10.21%,96.2492
30,9,26,52,0,200,66,31,68.04%,8726487,16.81%,51.8995
30,9,26,52,25,0,81,61,57.04%,146957719,17.04%,862.5076
30,9,26,52,25,50,84,71,54.19%,73562262,15.57%,472.3485
30,9,26,52,25,100,84,64,56.76%,33122253,24.36%,135.9588
30,9,26,52,25,150,91,53,63.19%,30705645,17.88%,171.7357
30,9,26,52,25,200,87,54,61.70%,26651691,18.77%,142.0007
30,9,26,52,50,0,121,89,57.62%,1248221629,12.19%,10237.3964
30,9,26,52,50,50,125,132,48.64%,448653151,14.22%,3154.0906
30,9,26,52,50,100,127,102,55.46%,87615357,17.53%,499.7183
30,9,26,52,50,150,135,83,61.93%,102578853,16.65%,616.0203
30,9,26,52,50,200,130,80,61.90%,121243505,18.71%,648.1616
35,9,26,52,-50,0,6,10,37.50%,1160441,8.67%,13.3818
35,9,26,52,-50,50,6,10,37.50%,1154392,8.67%,13.3120
35,9,26,52,-50,100,6,10,37.50%,1122503,8.67%,12.9443
35,9,26,52,-50,150,6,10,37.50%,1159938,8.23%,14.0888
35,9,26,52,-50,200,7,9,43.75%,1167048,7.83%,14.8966
35,9,26,52,-25,0,30,22,57.69%,4654202,6.99%,66.6287
35,9,26,52,-25,50,30,22,57.69%,4640252,6.99%,66.4290
35,9,26,52,-25,100,32,20,61.54%,3758213,6.92%,54.2711
35,9,26,52,-25,150,32,20,61.54%,3186190,7.94%,40.1185
35,9,26,52,-25,200,33,19,63.46%,2794634,7.33%,38.1437
35,9,26,52,0,0,51,37,57.95%,11313370,17.28%,65.4858
35,9,26,52,0,50,50,36,58.14%,8886035,8.59%,103.4381
35,9,26,52,0,100,52,31,62.65%,7208204,11.59%,62.1821
35,9,26,52,0,150,52,31,62.65%,5478095,8.32%,65.8396
35,9,26,52,0,200,54,29,65.06%,4728290,16.59%,28.5056
35,9,26,52,25,0,81,57,58.70%,106327261,12.04%,883.1757
35,9,26,52,25,50,81,59,57.86%,60502461,13.72%,441.1239
35,9,26,52,25,100,84,53,61.31%,36191882,16.54%,218.8592
35,9,26,52,25,150,84,53,61.31%,26458790,16.29%,162.4273
35,9,26,52,25,200,85,50,62.96%,18418320,16.46%,111.8771
35,9,26,52,50,0,103,82,55.68%,606912350,13.40%,4529.6624
35,9,26,52,50,50,109,114,48.88%,323179898,15.50%,2085.1044
35,9,26,52,50,100,117,85,57.92%,112301924,26.81%,418.8527
35,9,26,52,50,150,114,81,58.46%,81982127,14.83%,552.9829
35,9,26,52,50,200,113,75,60.11%,83124740,18.82%,441.6625
40,9,26,52,-50,0,9,8,52.94%,2279489,4.94%,46.1475
40,9,26,52,-50,50,9,8,52.94%,2267608,4.94%,45.9070
40,9,26,52,-50,100,9,8,52.94%,1901006,4.94%,38.4853
40,9,26,52,-50,150,9,8,52.94%,1830252,4.80%,38.1446
40,9,26,52,-50,200,10,7,58.82%,1846988,4.80%,38.4934
40,9,26,52,-25,0,22,17,56.41%,3736597,6.02%,62.0777
40,9,26,52,-25,50,23,16,58.97%,3866409,5.83%,66.3556
40,9,26,52,-25,100,23,16,58.97%,2943877,5.83%,50.5231
40,9,26,52,-25,150,23,16,58.97%,2723588,5.83%,46.7424
40,9,26,52,-25,200,24,15,61.54%,2448708,5.83%,42.0249
40,9,26,52,0,0,46,36,56.10%,24038340,8.18%,294.0067
40,9,26,52,0,50,43,36,54.43%,14924549,10.24%,145.7723
40,9,26,52,0,100,47,31,60.26%,10874604,9.99%,108.8509
40,9,26,52,0,150,46,31,59.74%,11627385,9.99%,116.3859
40,9,26,52,0,200,47,30,61.04%,7857403,9.99%,78.6498
40,9,26,52,25,0,71,53,57.26%,51358321,14.72%,348.8513
40,9,26,52,25,50,70,56,55.56%,35486820,16.35%,217.0803
40,9,26,52,25,100,76,50,60.32%,27095847,16.35%,165.7510
40,9,26,52,25,150,74,50,59.68%,16672709,15.03%,110.9441
40,9,26,52,25,200,75,48,60.98%,9890276,14.60%,67.7635
40,9,26,52,50,0,116,84,58.00%,781900337,16.17%,4834.1575
40,9,26,52,50,50,119,114,51.07%,404041372,19.57%,2064.9753
40,9,26,52,50,100,128,92,58.18%,149996215,22.47%,667.5824
40,9,26,52,50,150,125,82,60.39%,133703467,17.01%,785.8165
40,9,26,52,50,200,120,84,58.82%,71771603,21.58%,332.5433
45,9,26,52,-50,0,8,5,61.54%,2058849,3.42%,60.2658
45,9,26,52,-50,50,8,5,61.54%,2058849,3.42%,60.2658
45,9,26,52,-50,100,8,5,61.54%,1892839,3.42%,55.4064
45,9,26,52,-50,150,8,5,61.54%,1679176,3.27%,51.3095
45,9,26,52,-50,200,9,4,69.23%,1676952,3.27%,51.2416
45,9,26,52,-25,0,23,17,57.50%,3909609,12.35%,31.6483
45,9,26,52,-25,50,22,17,56.41%,3916414,12.25%,31.9806
45,9,26,52,-25,100,22,17,56.41%,3219652,12.35%,26.0631
45,9,26,52,-25,150,22,17,56.41%,2802985,12.35%,22.6902
45,9,26,52,-25,200,23,16,58.97%,2596500,12.35%,21.0187
45,9,26,52,0,0,40,38,51.28%,10198374,12.50%,81.5971
45,9,26,52,0,50,37,39,48.68%,9558970,12.50%,76.4812
45,9,26,52,0,100,38,38,50.00%,5685661,14.15%,40.1913
45,9,26,52,0,150,39,36,52.00%,5318353,13.29%,40.0148
45,9,26,52,0,200,40,35,53.33%,4168369,12.50%,33.3511
45,9,26,52,25,0,66,60,52.38%,37135476,16.91%,219.5422
45,9,26,52,25,50,70,61,53.44%,37112612,15.54%,238.8565
45,9,26,52,25,100,71,58,55.04%,13752402,16.91%,81.3032
45,9,26,52,25,150,70,56,55.56%,10954763,16.91%,64.7637
45,9,26,52,25,200,69,56,55.20%,7391034,15.95%,46.3294
45,9,26,52,50,0,116,71,62.03%,1438825106,12.04%,11951.1717
45,9,26,52,50,50,117,96,54.93%,817270922,14.13%,5782.7193
45,9,26,52,50,100,120,82,59.41%,105744920,18.07%,585.2303
45,9,26,52,50,150,120,72,62.50%,208449219,13.96%,1493.2646
45,9,26,52,50,200,119,70,62.96%,130568103,13.00%,1004.5273
50,9,26,52,-50,0,7,2,77.78%,2621327,1.51%,173.9069
50,9,26,52,-50,50,7,2,77.78%,2621327,1.51%,173.9069
50,9,26,52,-50,100,7,2,77.78%,2437208,1.51%,161.6919
50,9,26,52,-50,150,7,2,77.78%,1963980,1.51%,130.2965
50,9,26,52,-50,200,8,1,88.89%,1940134,1.51%,128.7144
50,9,26,52,-25,0,23,18,56.10%,4732200,10.42%,45.4173
50,9,26,52,-25,50,23,18,56.10%,4642393,12.12%,38.3053
50,9,26,52,-25,100,23,18,56.10%,4229464,12.87%,32.8575
50,9,26,52,-25,150,23,18,56.10%,3330948,12.87%,25.8771
50,9,26,52,-25,200,24,17,58.54%,2878761,12.87%,22.3642
50,9,26,52,0,0,40,39,50.63%,12205656,7.96%,153.3011
50,9,26,52,0,50,41,38,51.90%,10802820,7.94%,136.0255
50,9,26,52,0,100,40,39,50.63%,7250026,7.94%,91.2899
50,9,26,52,0,150,39,39,50.00%,5826949,7.94%,73.3710
50,9,26,52,0,200,40,38,51.28%,4724454,7.94%,59.4887
50,9,26,52,25,0,74,58,56.06%,94573520,14.65%,645.5859
50,9,26,52,25,50,72,63,53.33%,67311062,12.66%,531.7920
50,9,26,52,25,100,78,57,57.78%,19931863,14.65%,136.0606
50,9,26,52,25,150,72,60,54.55%,21814342,14.65%,148.9109
50,9,26,52,25,200,75,57,56.82%,15475341,13.17%,117.5364
50,9,26,52,50,0,120,75,61.54%,783338025,13.40%,5845.5921
50,9,26,52,50,50,121,93,56.54%,532370903,15.46%,3443.1197
50,9,26,52,50,100,126,80,61.17%,72265770,16.79%,430.2870
50,9,26,52,50,150,122,77,61.31%,128380755,12.40%,1035.4766
50,9,26,52,50,200,125,72,63.45%,92572403,13.27%,697.5173
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:24:57
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,25,150,282,143,66.35%,753856998,18.53%,4067.4320
5,9,26,52,50,150,304,155,66.23%,1504875643,20.17%,7461.9454
5,9,26,52,75,150,305,177,63.28%,1684570995,17.73%,9500.8730
10,9,26,52,25,150,195,92,67.94%,141576176,15.47%,914.9392
10,9,26,52,50,150,219,102,68.22%,256808043,19.33%,1328.4619
10,9,26,52,75,150,246,120,67.21%,480423993,17.70%,2714.3777
15,9,26,52,25,150,152,71,68.16%,97093389,10.69%,908.3812
15,9,26,52,50,150,191,93,67.25%,180242217,11.46%,1572.7619
15,9,26,52,75,150,213,111,65.74%,303202623,12.07%,2512.5203
20,9,26,52,25,150,135,67,66.83%,82521614,11.23%,734.7359
20,9,26,52,50,150,167,75,69.01%,167749780,14.78%,1135.0701
20,9,26,52,75,150,195,99,66.33%,494172000,14.17%,3486.3115
25,9,26,52,25,150,111,58,65.68%,39260508,16.73%,234.7274
25,9,26,52,50,150,149,80,65.07%,129255248,18.95%,682.0829
25,9,26,52,75,150,178,102,63.57%,376060425,14.39%,2613.7987
30,9,26,52,25,150,91,53,63.19%,30705645,17.88%,171.7357
30,9,26,52,50,150,135,83,61.93%,102578853,16.65%,616.0203
30,9,26,52,75,150,180,98,64.75%,356495715,11.95%,2982.2625
35,9,26,52,25,150,84,53,61.31%,26458790,16.29%,162.4273
35,9,26,52,50,150,114,81,58.46%,81982127,14.83%,552.9829
35,9,26,52,75,150,178,95,65.20%,414072204,11.72%,3531.6686
40,9,26,52,25,150,74,50,59.68%,16672709,15.03%,110.9441
40,9,26,52,50,150,125,82,60.39%,133703467,17.01%,785.8165
40,9,26,52,75,150,168,101,62.45%,458249045,11.44%,4007.3152
45,9,26,52,25,150,70,56,55.56%,10954763,16.91%,64.7637
45,9,26,52,50,150,120,72,62.50%,208449219,13.96%,1493.2646
45,9,26,52,75,150,156,95,62.15%,613124871,14.22%,4310.6967
50,9,26,52,25,150,72,60,54.55%,21814342,14.65%,148.9109
50,9,26,52,50,150,122,77,61.31%,128380755,12.40%,1035.4766
50,9,26,52,75,150,153,93,62.20%,900403075,10.90%,8257.8054
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:25:23
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1684570995,17.73%,9500.8730
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:25:28
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1684570995,17.73%,9500.8730
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:25:30
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1684570995,17.73%,9500.8730
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:25:55
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1684570995,17.73%,9500.8730
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:26:21
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1689979690,17.73%,9533.8548
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:26:51
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1689979690,17.73%,9533.8548
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:29:31
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
14,9,26,52,0,150,129,65,66.49%,23402523,12.98%,180.3241
END

BTCUSDT +0,Ci0501,30m,None,None,2023-01-01,2023-12-31,Total,1,5,2025-10-13 14:30:13
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
14,9,26,52,0,150,104,74,58.43%,3028655,22.61%,13.3924
END

BTCUSDT +0,Ci0501,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 14:30:53
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,305,177,63.28%,1689979690,17.73%,9533.8548
END

BTCUSDT +0,Ci0501,30m,None,None,2023-01-01,2023-12-31,Total,1,5,2025-10-13 14:30:59
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,276,187,59.61%,102627314,16.20%,633.5819
END

BTCUSDT +0,Ci0501,30m,None,None,2022-01-01,2022-12-31,Total,1,5,2025-10-13 14:31:05
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,320,195,62.14%,398635187,25.42%,1568.4228
END

BTCUSDT +0,Ci0501,30m,None,None,2021-01-01,2021-12-31,Total,1,5,2025-10-13 14:31:10
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,320,175,64.65%,275075313861,25.78%,1067016.3096
END

BTCUSDT +0,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,1,5,2025-10-13 14:31:27
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,143,82,63.56%,13839829,17.90%,77.3339
END

UNIUSDT +9,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,10,5,2025-10-13 14:32:16
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,1601,759,67.84%,1346325311,28.91%,4657.5875
END

LTCUSDT +9,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,10,5,2025-10-13 14:32:26
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,1529,834,64.71%,838595818,25.79%,3251.9285
END

XMRUSDT +9,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,10,5,2025-10-13 14:32:30
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,1483,815,64.53%,293827228,12.75%,2304.0917
END

DOGEUSDT +9,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,10,5,2025-10-13 14:32:35
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,1587,743,68.11%,1584004919,22.92%,6911.0151
END

ENJUSDT +9,Ci0501,30m,None,None,2025-01-01,2025-06-30,Total,10,5,2025-10-13 14:32:39
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,75,150,1531,754,67.00%,2280504490,24.17%,9435.3290
END

RLCUSDT +9,Ci0501,4h,None,None,2023-06-13,2024-06-12,Total,10,5,2025-10-13 15:00:13
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,0,100,396,278,58.75%,14758179,12.63%,116.8850
5,9,26,52,0,150,354,211,62.65%,40710163,15.80%,257.5925
5,9,26,52,0,200,282,180,61.04%,359416292,14.67%,2449.5955
5,9,26,52,25,100,412,290,58.69%,21346273,12.19%,175.0694
5,9,26,52,25,150,366,210,63.54%,53092445,20.08%,264.3858
5,9,26,52,25,200,287,175,62.12%,480889122,16.76%,2868.7632
5,9,26,52,50,100,427,339,55.74%,15027721,10.09%,148.9287
5,9,26,52,50,150,379,225,62.75%,51896956,20.85%,248.8923
5,9,26,52,50,200,293,181,61.81%,547733544,17.08%,3207.3814
5,9,26,52,75,100,428,392,52.20%,9389905,13.87%,67.7091
5,9,26,52,75,150,387,233,62.42%,43986654,21.93%,200.5342
5,9,26,52,75,200,279,178,61.05%,533978066,17.44%,3062.1067
5,9,26,52,100,100,401,434,48.02%,3850656,18.78%,20.5008
5,9,26,52,100,150,358,231,60.78%,32454554,21.92%,148.0318
5,9,26,52,100,200,263,159,62.32%,437649615,17.51%,2499.3234
10,9,26,52,0,100,223,158,58.53%,6547057,26.51%,24.6939
10,9,26,52,0,150,228,133,63.16%,7653553,19.91%,38.4423
10,9,26,52,0,200,218,122,64.12%,12558695,20.67%,60.7435
10,9,26,52,25,100,252,184,57.80%,9950963,36.93%,26.9437
10,9,26,52,25,150,251,153,62.13%,9761288,27.94%,34.9332
10,9,26,52,25,200,241,128,65.31%,18915092,27.85%,67.9258
10,9,26,52,50,100,288,222,56.47%,9281113,28.61%,32.4361
10,9,26,52,50,150,280,184,60.34%,10446687,20.14%,51.8626
10,9,26,52,50,200,269,147,64.66%,22649031,15.78%,143.5296
10,9,26,52,75,100,309,257,54.59%,15211179,15.57%,97.6804
10,9,26,52,75,150,301,198,60.32%,17548601,14.62%,119.9912
10,9,26,52,75,200,287,152,65.38%,45721735,11.36%,402.6209
10,9,26,52,100,100,288,302,48.81%,5643366,22.11%,25.5253
10,9,26,52,100,150,291,196,59.75%,13240792,18.71%,70.7635
10,9,26,52,100,200,270,141,65.69%,50097184,15.02%,333.5060
15,9,26,52,0,100,154,113,57.68%,4503317,27.59%,16.3235
15,9,26,52,0,150,150,104,59.06%,3974173,24.69%,16.0949
15,9,26,52,0,200,146,100,59.35%,4557707,20.46%,22.2771
15,9,26,52,25,100,191,133,58.95%,7921042,27.65%,28.6525
15,9,26,52,25,150,190,114,62.50%,7389713,24.75%,29.8633
15,9,26,52,25,200,184,108,63.01%,8881769,20.62%,43.0708
15,9,26,52,50,100,243,168,59.12%,12665505,39.60%,31.9814
15,9,26,52,50,150,244,133,64.72%,14835001,35.48%,41.8070
15,9,26,52,50,200,228,121,65.33%,21633232,30.00%,72.1173
15,9,26,52,75,100,267,231,53.61%,11133513,29.31%,37.9848
15,9,26,52,75,150,265,169,61.06%,13422657,20.73%,64.7618
15,9,26,52,75,200,239,158,60.20%,22829146,13.02%,175.3167
15,9,26,52,100,100,271,265,50.56%,11747215,24.76%,47.4493
15,9,26,52,100,150,273,169,61.76%,16681720,23.70%,70.3891
15,9,26,52,100,200,250,143,63.61%,33110078,11.95%,276.9926
20,9,26,52,0,100,118,84,58.42%,4371402,19.69%,22.1991
20,9,26,52,0,150,118,80,59.60%,3012270,23.73%,12.6931
20,9,26,52,0,200,116,79,59.49%,3301177,19.37%,17.0460
